município;mês;Quantidade
Inhumas                   ;Julho de 2023       ;1
Inhumas                   ;Fevereiro de 2024   ;1
Inhumas                   ;Julho de 2024       ;1
Ipameri                   ;Maio de 2021        ;1
Ipameri                   ;Julho de 2021       ;1
Ipameri                   ;Setembro de 2022    ;1
Ipameri                   ;Julho de 2023       ;1
Ipameri                   ;Dezembro de 2023    ;1
Ipameri                   ;Janeiro de 2024     ;1
Ipameri                   ;Março de 2024       ;1
Iporá                     ;Fevereiro de 2021   ;1
Iporá                     ;Fevereiro de 2021   ;1
Iporá                     ;Dezembro de 2021    ;1
Iporá                     ;Março de 2022       ;1
Iporá                     ;Maio de 2022        ;1
Iporá                     ;Julho de 2022       ;1
Iporá                     ;Agosto de 2022      ;1
Iporá                     ;Agosto de 2022      ;1
Iporá                     ;Março de 2023       ;1
Iporá                     ;Abril de 2023       ;1
Iporá                     ;Abril de 2023       ;1
Iporá                     ;Agosto de 2023      ;1
Iporá                     ;Outubro de 2023     ;1
Iporá                     ;Dezembro de 2023    ;1
Iporá                     ;Janeiro de 2024     ;1
Iporá                     ;Maio de 2024        ;1
Iporá                     ;Maio de 2024        ;1
Iporá                     ;Junho de 2024       ;1
Israelândia               ;Janeiro de 2021     ;1
Israelândia               ;Junho de 2021       ;1
Itaberaí                  ;Março de 2021       ;1
Itaberaí                  ;Abril de 2021       ;1
Itaberaí                  ;Junho de 2021       ;1
Itaberaí                  ;Junho de 2021       ;1
Itaberaí                  ;Outubro de 2021     ;1
Itaberaí                  ;Dezembro de 2022    ;1
Itaberaí                  ;Janeiro de 2023     ;1
Itaberaí                  ;Março de 2023       ;1
Itaberaí                  ;Outubro de 2023     ;1
Itaberaí                  ;Dezembro de 2023    ;1
Itaguari                  ;Setembro de 2022    ;1
Itaguari                  ;Dezembro de 2023    ;1
Itaguaru                  ;Abril de 2021       ;1
Itajá                     ;Março de 2021       ;1
Itajá                     ;Outubro de 2022     ;1
Itapaci                   ;Março de 2021       ;1
Itapaci                   ;Março de 2021       ;1
Itapaci                   ;Dezembro de 2021    ;1
Itapaci                   ;Janeiro de 2022     ;1
Itapaci                   ;Março de 2022       ;1
Itapaci                   ;Março de 2023       ;1
Itapaci                   ;Março de 2023       ;1
Itapaci                   ;Abril de 2023       ;1
Itapaci                   ;Maio de 2023        ;1
Itapaci                   ;Maio de 2023        ;1
Itapaci                   ;Junho de 2023       ;1
Itapaci                   ;Junho de 2023       ;1
Itapaci                   ;Novembro de 2023    ;1
Itapirapuã                ;Março de 2022       ;1
Itapirapuã                ;Junho de 2022       ;1
Itapirapuã                ;Maio de 2023        ;1
Itapuranga                ;Janeiro de 2021     ;1
Itapuranga                ;Julho de 2021       ;1
Itapuranga                ;Março de 2022       ;1
Itapuranga                ;Abril de 2022       ;1
Itapuranga                ;Janeiro de 2023     ;1
Itapuranga                ;Junho de 2023       ;1
Itapuranga                ;Julho de 2023       ;1
Itapuranga                ;Julho de 2023       ;1
Itapuranga                ;Agosto de 2023      ;1
Itapuranga                ;Outubro de 2023     ;1
Itarumã                   ;Junho de 2021       ;1
Itarumã                   ;Junho de 2023       ;1
Itauçu                    ;Maio de 2021        ;1
Itauçu                    ;Junho de 2021       ;1
Itauçu                    ;Agosto de 2022      ;1
Itauçu                    ;Abril de 2023       ;1
Itauçu                    ;Setembro de 2023    ;1
Itauçu                    ;Maio de 2024        ;1
Itumbiara                 ;Março de 2021       ;1
Itumbiara                 ;Março de 2021       ;1
Itumbiara                 ;Março de 2021       ;1
Itumbiara                 ;Junho de 2021       ;1
Itumbiara                 ;Junho de 2021       ;1
Itumbiara                 ;Julho de 2021       ;1
Itumbiara                 ;Julho de 2021       ;1
Itumbiara                 ;Julho de 2021       ;1
Itumbiara                 ;Agosto de 2021      ;1
Itumbiara                 ;Outubro de 2021     ;1
Itumbiara                 ;Outubro de 2021     ;1
Itumbiara                 ;Outubro de 2021     ;1
Itumbiara                 ;Outubro de 2021     ;1
Itumbiara                 ;Novembro de 2021    ;1
Itumbiara                 ;Dezembro de 2021    ;1
Itumbiara                 ;Dezembro de 2021    ;1
Itumbiara                 ;Janeiro de 2022     ;1
Itumbiara                 ;Janeiro de 2022     ;1
Itumbiara                 ;Janeiro de 2022     ;1
Itumbiara                 ;Janeiro de 2022     ;1
Itumbiara                 ;Janeiro de 2022     ;1
Itumbiara                 ;Fevereiro de 2022   ;1
Itumbiara                 ;Fevereiro de 2022   ;1
Itumbiara                 ;Março de 2022       ;1
Itumbiara                 ;Março de 2022       ;1
Itumbiara                 ;Março de 2022       ;1
Itumbiara                 ;Março de 2022       ;1
Itumbiara                 ;Abril de 2022       ;1
Itumbiara                 ;Maio de 2022        ;1
Itumbiara                 ;Maio de 2022        ;1
Itumbiara                 ;Junho de 2022       ;1
Itumbiara                 ;Junho de 2022       ;1
Itumbiara                 ;Julho de 2022       ;1
Itumbiara                 ;Julho de 2022       ;1
Itumbiara                 ;Julho de 2022       ;1
Itumbiara                 ;Agosto de 2022      ;1
Itumbiara                 ;Agosto de 2022      ;1
Itumbiara                 ;Agosto de 2022      ;1
Itumbiara                 ;Setembro de 2022    ;1
Itumbiara                 ;Setembro de 2022    ;1
Itumbiara                 ;Setembro de 2022    ;1
Itumbiara                 ;Setembro de 2022    ;1
Itumbiara                 ;Outubro de 2022     ;1
Itumbiara                 ;Outubro de 2022     ;1
Itumbiara                 ;Dezembro de 2022    ;1
Itumbiara                 ;Dezembro de 2022    ;1
Itumbiara                 ;Dezembro de 2022    ;1
Itumbiara                 ;Dezembro de 2022    ;1
Itumbiara                 ;Dezembro de 2022    ;1
Itumbiara                 ;Dezembro de 2022    ;1
Itumbiara                 ;Janeiro de 2023     ;1
Itumbiara                 ;Janeiro de 2023     ;1
Itumbiara                 ;Janeiro de 2023     ;1
Itumbiara                 ;Janeiro de 2023     ;1
Itumbiara                 ;Janeiro de 2023     ;1
Itumbiara                 ;Janeiro de 2023     ;1
Itumbiara                 ;Fevereiro de 2023   ;1
Itumbiara                 ;Fevereiro de 2023   ;1
Itumbiara                 ;Março de 2023       ;1
Itumbiara                 ;Março de 2023       ;1
Itumbiara                 ;Abril de 2023       ;1
Itumbiara                 ;Abril de 2023       ;1
Itumbiara                 ;Abril de 2023       ;1
Itumbiara                 ;Abril de 2023       ;1
Itumbiara                 ;Maio de 2023        ;1
Itumbiara                 ;Maio de 2023        ;1
Itumbiara                 ;Junho de 2023       ;1
Itumbiara                 ;Junho de 2023       ;1
Itumbiara                 ;Junho de 2023       ;1
Itumbiara                 ;Julho de 2023       ;1
Itumbiara                 ;Julho de 2023       ;1
Itumbiara                 ;Julho de 2023       ;1
Itumbiara                 ;Julho de 2023       ;1
Itumbiara                 ;Agosto de 2023      ;1
Itumbiara                 ;Agosto de 2023      ;1
Itumbiara                 ;Agosto de 2023      ;1
Itumbiara                 ;Agosto de 2023      ;1
Itumbiara                 ;Agosto de 2023      ;1
Itumbiara                 ;Setembro de 2023    ;1
Itumbiara                 ;Outubro de 2023     ;1
Itumbiara                 ;Outubro de 2023     ;1
Itumbiara                 ;Outubro de 2023     ;1
Itumbiara                 ;Novembro de 2023    ;1
Itumbiara                 ;Novembro de 2023    ;1
Itumbiara                 ;Novembro de 2023    ;1
Itumbiara                 ;Novembro de 2023    ;1
Itumbiara                 ;Novembro de 2023    ;1
Itumbiara                 ;Novembro de 2023    ;1
Itumbiara                 ;Dezembro de 2023    ;1
Itumbiara                 ;Dezembro de 2023    ;1
Itumbiara                 ;Dezembro de 2023    ;1
Itumbiara                 ;Janeiro de 2024     ;1
Itumbiara                 ;Fevereiro de 2024   ;1
Itumbiara                 ;Fevereiro de 2024   ;1
Itumbiara                 ;Fevereiro de 2024   ;1
Itumbiara                 ;Março de 2024       ;1
Itumbiara                 ;Abril de 2024       ;1
Itumbiara                 ;Abril de 2024       ;1
Itumbiara                 ;Abril de 2024       ;1
Itumbiara                 ;Abril de 2024       ;1
Itumbiara                 ;Abril de 2024       ;1
Itumbiara                 ;Abril de 2024       ;1
Itumbiara                 ;Maio de 2024        ;1
Itumbiara                 ;Junho de 2024       ;1
Jandaia                   ;Setembro de 2023    ;1
Jaraguá                   ;Janeiro de 2021     ;1
Jaraguá                   ;Março de 2021       ;1
Jaraguá                   ;Fevereiro de 2022   ;1
Jaraguá                   ;Maio de 2022        ;1
Jaraguá                   ;Setembro de 2022    ;1
Jaraguá                   ;Março de 2023       ;1
Jaraguá                   ;Setembro de 2023    ;1
Jaraguá                   ;Fevereiro de 2024   ;1
Jaraguá                   ;Maio de 2024        ;1
Jaraguá                   ;Maio de 2024        ;1
Jataí                     ;Janeiro de 2021     ;1
Jataí                     ;Fevereiro de 2021   ;1
Jataí                     ;Fevereiro de 2021   ;1
Jataí                     ;Maio de 2021        ;1
Jataí                     ;Setembro de 2021    ;1
Jataí                     ;Setembro de 2021    ;1
Jataí                     ;Outubro de 2021     ;1
Jataí                     ;Outubro de 2021     ;1
Jataí                     ;Outubro de 2021     ;1
Jataí                     ;Novembro de 2021    ;1
Jataí                     ;Fevereiro de 2022   ;1
Jataí                     ;Fevereiro de 2022   ;1
Jataí                     ;Março de 2022       ;1
Jataí                     ;Março de 2022       ;1
Jataí                     ;Março de 2022       ;1
Jataí                     ;Abril de 2022       ;1
Jataí                     ;Abril de 2022       ;1
Jataí                     ;Junho de 2022       ;1
Jataí                     ;Junho de 2022       ;1
Jataí                     ;Julho de 2022       ;1
Jataí                     ;Agosto de 2022      ;1
Jataí                     ;Setembro de 2022    ;1
Jataí                     ;Outubro de 2022     ;1
Jataí                     ;Novembro de 2022    ;1
Jataí                     ;Novembro de 2022    ;1
Jataí                     ;Dezembro de 2022    ;1
Jataí                     ;Dezembro de 2022    ;1
Jataí                     ;Abril de 2023       ;1
Jataí                     ;Abril de 2023       ;1
Jataí                     ;Maio de 2023        ;1
Jataí                     ;Maio de 2023        ;1
Jataí                     ;Maio de 2023        ;1
Jataí                     ;Junho de 2023       ;1
Jataí                     ;Setembro de 2023    ;1
Jataí                     ;Outubro de 2023     ;1
Jataí                     ;Novembro de 2023    ;1
Jataí                     ;Dezembro de 2023    ;1
Jataí                     ;Dezembro de 2023    ;1
Jataí                     ;Janeiro de 2024     ;1
Jataí                     ;Janeiro de 2024     ;1
Jataí                     ;Fevereiro de 2024   ;1
Jataí                     ;Março de 2024       ;1
Jataí                     ;Março de 2024       ;1
Jataí                     ;Março de 2024       ;1
Jataí                     ;Abril de 2024       ;1
Jataí                     ;Maio de 2024        ;1
Jataí                     ;Maio de 2024        ;1
Jataí                     ;Maio de 2024        ;1
Jaupaci                   ;Março de 2022       ;1
Jaupaci                   ;Outubro de 2022     ;1
Joviânia                  ;Fevereiro de 2022   ;1
Joviânia                  ;Outubro de 2023     ;1
Jussara                   ;Outubro de 2021     ;1
Jussara                   ;Dezembro de 2021    ;1
Jussara                   ;Abril de 2022       ;1
Jussara                   ;Agosto de 2022      ;2
Jussara                   ;Março de 2023       ;1
Jussara                   ;Maio de 2023        ;1
Jussara                   ;Julho de 2023       ;1
Jussara                   ;Dezembro de 2023    ;1
Jussara                   ;Janeiro de 2024     ;1
Leopoldo de Bulhões       ;Maio de 2022        ;1
Leopoldo de Bulhões       ;Maio de 2022        ;1
Leopoldo de Bulhões       ;Junho de 2022       ;1
Luziânia                  ;Março de 2021       ;1
Luziânia                  ;Abril de 2021       ;1
Luziânia                  ;Abril de 2021       ;1
Luziânia                  ;Junho de 2021       ;1
Luziânia                  ;Julho de 2021       ;1
Luziânia                  ;Agosto de 2021      ;1
Luziânia                  ;Agosto de 2021      ;1
Luziânia                  ;Agosto de 2021      ;2
Luziânia                  ;Agosto de 2021      ;1
Luziânia                  ;Setembro de 2021    ;1
Luziânia                  ;Outubro de 2021     ;1
Luziânia                  ;Outubro de 2021     ;1
Luziânia                  ;Outubro de 2021     ;1
Luziânia                  ;Novembro de 2021    ;1
Luziânia                  ;Dezembro de 2021    ;1
Luziânia                  ;Dezembro de 2021    ;1
Luziânia                  ;Dezembro de 2021    ;1
Luziânia                  ;Janeiro de 2022     ;1
Luziânia                  ;Março de 2022       ;1
Luziânia                  ;Março de 2022       ;1
Luziânia                  ;Março de 2022       ;1
Luziânia                  ;Abril de 2022       ;1
Luziânia                  ;Maio de 2022        ;1
Luziânia                  ;Maio de 2022        ;1
Luziânia                  ;Junho de 2022       ;1
Luziânia                  ;Junho de 2022       ;1
Luziânia                  ;Junho de 2022       ;2
Luziânia                  ;Julho de 2022       ;1
Luziânia                  ;Julho de 2022       ;2
Luziânia                  ;Agosto de 2022      ;1
Luziânia                  ;Agosto de 2022      ;2
Luziânia                  ;Setembro de 2022    ;1
Luziânia                  ;Setembro de 2022    ;1
Luziânia                  ;Setembro de 2022    ;1
Luziânia                  ;Setembro de 2022    ;1
Luziânia                  ;Outubro de 2022     ;1
Luziânia                  ;Outubro de 2022     ;1
Luziânia                  ;Outubro de 2022     ;1
Luziânia                  ;Outubro de 2022     ;1
Luziânia                  ;Novembro de 2022    ;1
Luziânia                  ;Novembro de 2022    ;1
Luziânia                  ;Novembro de 2022    ;1
Luziânia                  ;Novembro de 2022    ;1
Luziânia                  ;Dezembro de 2022    ;1
Luziânia                  ;Janeiro de 2023     ;1
Luziânia                  ;Janeiro de 2023     ;1
Luziânia                  ;Fevereiro de 2023   ;1
Luziânia                  ;Fevereiro de 2023   ;1
Luziânia                  ;Fevereiro de 2023   ;1
Luziânia                  ;Fevereiro de 2023   ;1
Luziânia                  ;Março de 2023       ;2
Luziânia                  ;Março de 2023       ;1
Luziânia                  ;Abril de 2023       ;1
Luziânia                  ;Maio de 2023        ;1
Luziânia                  ;Maio de 2023        ;1
Luziânia                  ;Maio de 2023        ;1
Luziânia                  ;Junho de 2023       ;1
Luziânia                  ;Junho de 2023       ;1
Luziânia                  ;Junho de 2023       ;1
Luziânia                  ;Julho de 2023       ;1
Luziânia                  ;Julho de 2023       ;1
Luziânia                  ;Agosto de 2023      ;1
Luziânia                  ;Setembro de 2023    ;1
Luziânia                  ;Setembro de 2023    ;1
Luziânia                  ;Setembro de 2023    ;2
Luziânia                  ;Setembro de 2023    ;1
Luziânia                  ;Outubro de 2023     ;1
Luziânia                  ;Novembro de 2023    ;1
Luziânia                  ;Novembro de 2023    ;1
Luziânia                  ;Dezembro de 2023    ;1
Luziânia                  ;Janeiro de 2024     ;1
Luziânia                  ;Janeiro de 2024     ;1
Luziânia                  ;Janeiro de 2024     ;1
Luziânia                  ;Fevereiro de 2024   ;1
Luziânia                  ;Fevereiro de 2024   ;1
Luziânia                  ;Fevereiro de 2024   ;1
Luziânia                  ;Março de 2024       ;1
Luziânia                  ;Março de 2024       ;1
Luziânia                  ;Março de 2024       ;1
Luziânia                  ;Abril de 2024       ;1
Luziânia                  ;Maio de 2024        ;1
Luziânia                  ;Maio de 2024        ;1
Luziânia                  ;Maio de 2024        ;1
Luziânia                  ;Junho de 2024       ;1
Luziânia                  ;Junho de 2024       ;1
Mambaí                    ;Julho de 2023       ;1
Mambaí                    ;Setembro de 2023    ;1
Mara Rosa                 ;Dezembro de 2021    ;1
Mara Rosa                 ;Novembro de 2023    ;1
Mara Rosa                 ;Novembro de 2023    ;1
Mara Rosa                 ;Dezembro de 2023    ;1
Mara Rosa                 ;Abril de 2024       ;1
Mara Rosa                 ;Maio de 2024        ;1
Mara Rosa                 ;Maio de 2024        ;1
Matrinchã                 ;Março de 2023       ;1
Maurilândia               ;Junho de 2021       ;1
Maurilândia               ;Agosto de 2021      ;1
Maurilândia               ;Fevereiro de 2022   ;1
Maurilândia               ;Novembro de 2022    ;1
Maurilândia               ;Julho de 2023       ;1
Maurilândia               ;Julho de 2023       ;1
Maurilândia               ;Outubro de 2023     ;1
Maurilândia               ;Maio de 2024        ;1
Mimoso de Goiás           ;Janeiro de 2022     ;1
Minaçu                    ;Maio de 2021        ;1
Minaçu                    ;Julho de 2021       ;1
Minaçu                    ;Maio de 2022        ;1
Minaçu                    ;Dezembro de 2022    ;1
Minaçu                    ;Dezembro de 2022    ;1
Minaçu                    ;Abril de 2023       ;1
Minaçu                    ;Maio de 2023        ;1
Minaçu                    ;Maio de 2024        ;1
Mineiros                  ;Janeiro de 2021     ;1
Mineiros                  ;Março de 2021       ;1
Mineiros                  ;Abril de 2021       ;1
Mineiros                  ;Maio de 2021        ;1
Mineiros                  ;Setembro de 2021    ;1
Mineiros                  ;Novembro de 2021    ;1
Mineiros                  ;Novembro de 2021    ;1
Mineiros                  ;Janeiro de 2022     ;1
Mineiros                  ;Abril de 2022       ;1
Mineiros                  ;Abril de 2022       ;1
Mineiros                  ;Junho de 2022       ;1
Mineiros                  ;Julho de 2022       ;1
Mineiros                  ;Julho de 2022       ;1
Mineiros                  ;Janeiro de 2023     ;1
Mineiros                  ;Maio de 2023        ;1
Mineiros                  ;Julho de 2023       ;1
Mineiros                  ;Julho de 2023       ;1
Mineiros                  ;Fevereiro de 2024   ;1
Mineiros                  ;Junho de 2024       ;1
Monte Alegre de Goiás     ;Maio de 2024        ;1
Montes Claros de Goiás    ;Março de 2023       ;1
Montes Claros de Goiás    ;Maio de 2023        ;1
Montes Claros de Goiás    ;Dezembro de 2023    ;2
Montividiu                ;Outubro de 2022     ;1
Morrinhos                 ;Janeiro de 2021     ;1
Morrinhos                 ;Maio de 2021        ;1
Morrinhos                 ;Setembro de 2021    ;1
Morrinhos                 ;Setembro de 2021    ;1
Morrinhos                 ;Janeiro de 2022     ;1
Morrinhos                 ;Abril de 2022       ;1
Morrinhos                 ;Junho de 2022       ;1
Morrinhos                 ;Junho de 2022       ;1
Morrinhos                 ;Agosto de 2022      ;1
Morrinhos                 ;Outubro de 2022     ;1
Morrinhos                 ;Novembro de 2022    ;1
Morrinhos                 ;Maio de 2023        ;1
Morrinhos                 ;Julho de 2023       ;1
Morrinhos                 ;Julho de 2023       ;1
Morrinhos                 ;Outubro de 2023     ;1
Morrinhos                 ;Outubro de 2023     ;1
Morrinhos                 ;Abril de 2024       ;1
Morrinhos                 ;Abril de 2024       ;1
Morrinhos                 ;Junho de 2024       ;1
Morro Agudo de Goiás      ;Janeiro de 2022     ;1
Morro Agudo de Goiás      ;Janeiro de 2022     ;1
Morro Agudo de Goiás      ;Janeiro de 2022     ;1
Morro Agudo de Goiás      ;Fevereiro de 2024   ;1
Morro Agudo de Goiás      ;Fevereiro de 2024   ;1
Mossâmedes                ;Novembro de 2022    ;1
Mossâmedes                ;Maio de 2023        ;2
Mossâmedes                ;Novembro de 2023    ;1
Mossâmedes                ;Dezembro de 2023    ;1
Mossâmedes                ;Janeiro de 2024     ;1
Mossâmedes                ;Abril de 2024       ;1
Mozarlândia               ;Janeiro de 2021     ;1
Mozarlândia               ;Fevereiro de 2021   ;1
Mozarlândia               ;Maio de 2021        ;1
Mozarlândia               ;Outubro de 2023     ;1
Mundo Novo                ;Junho de 2021       ;1
Mundo Novo                ;Fevereiro de 2022   ;1
Mundo Novo                ;Dezembro de 2022    ;1
Mundo Novo                ;Junho de 2023       ;1
Mundo Novo                ;Novembro de 2023    ;1
Mundo Novo                ;Março de 2024       ;1
Nazário                   ;Maio de 2021        ;1
Nazário                   ;Julho de 2021       ;1
Nazário                   ;Maio de 2022        ;1
Nazário                   ;Abril de 2023       ;1
Nazário                   ;Agosto de 2023      ;1
Nazário                   ;Agosto de 2023      ;1
Nerópolis                 ;Janeiro de 2022     ;1
Nerópolis                 ;Março de 2022       ;1
Nerópolis                 ;Julho de 2022       ;1
Nerópolis                 ;Abril de 2023       ;1
Nerópolis                 ;Agosto de 2023      ;1
Nerópolis                 ;Outubro de 2023     ;1
Nerópolis                 ;Dezembro de 2023    ;1
Nerópolis                 ;Dezembro de 2023    ;1
Nerópolis                 ;Dezembro de 2023    ;1
Nerópolis                 ;Abril de 2024       ;1
Nerópolis                 ;Junho de 2024       ;1
Niquelândia               ;Maio de 2021        ;1
Niquelândia               ;Maio de 2021        ;1
Niquelândia               ;Junho de 2021       ;1
Niquelândia               ;Julho de 2021       ;1
Niquelândia               ;Outubro de 2021     ;1
Niquelândia               ;Outubro de 2021     ;1
Niquelândia               ;Novembro de 2021    ;1
Niquelândia               ;Novembro de 2021    ;1
Niquelândia               ;Dezembro de 2021    ;1
Niquelândia               ;Agosto de 2022      ;1
Niquelândia               ;Setembro de 2022    ;1
Niquelândia               ;Novembro de 2022    ;1
Niquelândia               ;Janeiro de 2023     ;1
Niquelândia               ;Março de 2023       ;1
Niquelândia               ;Abril de 2023       ;1
Niquelândia               ;Maio de 2023        ;1
Niquelândia               ;Maio de 2023        ;1
Niquelândia               ;Agosto de 2023      ;1
Niquelândia               ;Dezembro de 2023    ;1
Nova América              ;Maio de 2023        ;1
Nova América              ;Dezembro de 2023    ;1
Nova Aurora               ;Junho de 2022       ;1
Nova Aurora               ;Abril de 2024       ;1
Nova Crixás               ;Janeiro de 2021     ;1
Nova Crixás               ;Julho de 2021       ;1
Nova Crixás               ;Setembro de 2021    ;1
Nova Crixás               ;Janeiro de 2022     ;1
Nova Crixás               ;Março de 2022       ;1
Nova Crixás               ;Novembro de 2022    ;1
Nova Crixás               ;Setembro de 2023    ;1
Nova Glória               ;Junho de 2021       ;1
Nova Glória               ;Setembro de 2021    ;1
Nova Glória               ;Abril de 2022       ;1
Nova Glória               ;Junho de 2023       ;1
Nova Roma                 ;Janeiro de 2022     ;1
Nova Roma                 ;Fevereiro de 2023   ;1
Nova Roma                 ;Maio de 2023        ;1
Nova Roma                 ;Abril de 2024       ;1
Nova Veneza               ;Março de 2022       ;1
Nova Veneza               ;Julho de 2022       ;1
Nova Veneza               ;Setembro de 2022    ;1
Novo Brasil               ;Junho de 2022       ;1
Novo Gama                 ;Fevereiro de 2021   ;1
Novo Gama                 ;Abril de 2021       ;1
Novo Gama                 ;Abril de 2021       ;1
Novo Gama                 ;Julho de 2021       ;1
Novo Gama                 ;Julho de 2021       ;1
Novo Gama                 ;Setembro de 2021    ;1
Novo Gama                 ;Outubro de 2021     ;1
Novo Gama                 ;Janeiro de 2022     ;1
Novo Gama                 ;Abril de 2022       ;1
Novo Gama                 ;Abril de 2022       ;1
Novo Gama                 ;Junho de 2022       ;1
Novo Gama                 ;Junho de 2022       ;1
Novo Gama                 ;Julho de 2022       ;1
Novo Gama                 ;Dezembro de 2022    ;1
Novo Gama                 ;Janeiro de 2023     ;1
Novo Gama                 ;Fevereiro de 2023   ;1
Novo Gama                 ;Abril de 2023       ;1
Novo Gama                 ;Abril de 2023       ;1
Novo Gama                 ;Junho de 2023       ;1
Novo Gama                 ;Junho de 2023       ;1
Novo Gama                 ;Setembro de 2023    ;1
Novo Gama                 ;Maio de 2024        ;1
Novo Planalto             ;Abril de 2024       ;1
Orizona                   ;Novembro de 2021    ;1
Orizona                   ;Março de 2024       ;1
Padre Bernardo            ;Julho de 2021       ;1
Padre Bernardo            ;Dezembro de 2021    ;1
Padre Bernardo            ;Maio de 2022        ;1
Padre Bernardo            ;Maio de 2022        ;1
Padre Bernardo            ;Outubro de 2022     ;1
Padre Bernardo            ;Novembro de 2022    ;1
Padre Bernardo            ;Junho de 2023       ;1
Padre Bernardo            ;Outubro de 2023     ;1
Padre Bernardo            ;Março de 2024       ;1
Palmeiras de Goiás        ;Junho de 2021       ;1
Palmeiras de Goiás        ;Setembro de 2021    ;1
Palmeiras de Goiás        ;Maio de 2022        ;1
Palmeiras de Goiás        ;Maio de 2022        ;1
Palmeiras de Goiás        ;Setembro de 2022    ;1
Palmeiras de Goiás        ;Dezembro de 2022    ;1
Palmeiras de Goiás        ;Janeiro de 2023     ;1
Palmeiras de Goiás        ;Abril de 2023       ;1
Palmeiras de Goiás        ;Abril de 2023       ;1
Palmeiras de Goiás        ;Junho de 2023       ;1
Palmeiras de Goiás        ;Agosto de 2023      ;1
Palmeiras de Goiás        ;Setembro de 2023    ;1
Palmeiras de Goiás        ;Outubro de 2023     ;1
Palmeiras de Goiás        ;Outubro de 2023     ;1
Palmeiras de Goiás        ;Novembro de 2023    ;1
Palmeiras de Goiás        ;Novembro de 2023    ;1
Palmeiras de Goiás        ;Janeiro de 2024     ;1
Palmeiras de Goiás        ;Janeiro de 2024     ;1
Palmeiras de Goiás        ;Janeiro de 2024     ;1
Palmeiras de Goiás        ;Maio de 2024        ;1
Palminópolis              ;Outubro de 2022     ;1
Paranaiguara              ;Janeiro de 2024     ;1
Paraúna                   ;Julho de 2021       ;1
Paraúna                   ;Julho de 2022       ;1
Perolândia                ;Janeiro de 2024     ;1
Perolândia                ;Janeiro de 2024     ;1
Pilar de Goiás            ;Fevereiro de 2022   ;1
Pilar de Goiás            ;Março de 2022       ;1
Pilar de Goiás            ;Fevereiro de 2023   ;1
Pilar de Goiás            ;Julho de 2023       ;1
Piracanjuba               ;Junho de 2021       ;1
Piracanjuba               ;Agosto de 2021      ;1
Piracanjuba               ;Setembro de 2021    ;1
Piracanjuba               ;Outubro de 2021     ;1
Piracanjuba               ;Outubro de 2021     ;1
Piracanjuba               ;Dezembro de 2021    ;1
Piracanjuba               ;Fevereiro de 2022   ;1
Piracanjuba               ;Janeiro de 2023     ;1
Piracanjuba               ;Fevereiro de 2023   ;1
Piracanjuba               ;Agosto de 2023      ;1
Piracanjuba               ;Agosto de 2023      ;1
Piracanjuba               ;Fevereiro de 2024   ;1
Piracanjuba               ;Março de 2024       ;1
Piranhas                  ;Janeiro de 2022     ;1
Piranhas                  ;Março de 2022       ;1
Piranhas                  ;Abril de 2022       ;1
Piranhas                  ;Outubro de 2022     ;1
Piranhas                  ;Novembro de 2022    ;1
Piranhas                  ;Fevereiro de 2023   ;1
Piranhas                  ;Setembro de 2023    ;1
Pirenópolis               ;Setembro de 2021    ;1
Pirenópolis               ;Dezembro de 2021    ;1
Pirenópolis               ;Janeiro de 2022     ;1
Pirenópolis               ;Janeiro de 2022     ;1
Pirenópolis               ;Março de 2022       ;1
Pirenópolis               ;Outubro de 2022     ;1
Pirenópolis               ;Novembro de 2022    ;1
Pirenópolis               ;Dezembro de 2022    ;1
Pirenópolis               ;Janeiro de 2023     ;1
Pirenópolis               ;Junho de 2023       ;1
Pirenópolis               ;Agosto de 2023      ;1
Pirenópolis               ;Novembro de 2023    ;1
Pirenópolis               ;Dezembro de 2023    ;1
Pirenópolis               ;Fevereiro de 2024   ;1
Pirenópolis               ;Março de 2024       ;1
Pires do Rio              ;Janeiro de 2021     ;1
Pires do Rio              ;Fevereiro de 2021   ;1
Pires do Rio              ;Março de 2021       ;1
Pires do Rio              ;Março de 2021       ;1
Pires do Rio              ;Outubro de 2021     ;1
Pires do Rio              ;Novembro de 2021    ;1
Pires do Rio              ;Novembro de 2021    ;1
Pires do Rio              ;Janeiro de 2022     ;1
Pires do Rio              ;Agosto de 2023      ;1
Pires do Rio              ;Novembro de 2023    ;1
Pires do Rio              ;Dezembro de 2023    ;1
Pires do Rio              ;Janeiro de 2024     ;1
Pires do Rio              ;Março de 2024       ;1
Pires do Rio              ;Abril de 2024       ;1
Planaltina                ;Fevereiro de 2021   ;1
Planaltina                ;Abril de 2021       ;1
Planaltina                ;Maio de 2021        ;1
Planaltina                ;Maio de 2021        ;1
Planaltina                ;Junho de 2021       ;1
Planaltina                ;Junho de 2021       ;1
Planaltina                ;Junho de 2021       ;1
Planaltina                ;Setembro de 2021    ;1
Planaltina                ;Setembro de 2021    ;1
Planaltina                ;Setembro de 2021    ;1
Planaltina                ;Setembro de 2021    ;1
Planaltina                ;Dezembro de 2021    ;1
Planaltina                ;Janeiro de 2022     ;1
Planaltina                ;Fevereiro de 2022   ;1
Planaltina                ;Abril de 2022       ;1
Planaltina                ;Abril de 2022       ;1
Planaltina                ;Agosto de 2022      ;1
Planaltina                ;Agosto de 2022      ;1
Planaltina                ;Agosto de 2022      ;1
Planaltina                ;Outubro de 2022     ;1
